Date,Austria,Belgium,Denmark,Finland,France,Germany,Greece,Italy,Netherlands,Norway,Portugal,Russia,SouthAfrica,Spain,Sweden,Switzerland,Turkey,UnitedKingdom,Australia,China,HongKong_China,India,Indonesia,Japan,Malaysia,NewZealand,Philippines,KoreaSouth,Singapore,Thailand,Brazil,Canada,Mexico,UnitedStates
2020-08-07,2194.93,3340.1,1296.13,9706.08,4889.52,12674.88,632.63,19516.43,559.57,933.78,4367.31,1271.43,56757.73,6950.5,692.0,10068.03,1060.59,6032.18,6004.8,3354.04,24531.62,38040.57,5143.89,22329.94,1578.14,11646.68,5846.02,2351.67,2545.51,1324.4,102775.55,16544.48,38005.0,27433.48
2020-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-10,2224.13,3355.27,1290.66,9742.37,4909.51,12687.53,617.33,19651.57,557.08,935.93,4396.49,1267.96,,7053.9,693.05,10090.91,1075.52,6050.59,6110.2,3379.25,24377.43,38182.08,5157.83,,1571.66,11683.44,5930.92,2386.38,,1322.01,103444.48,16605.5,38289.76,27791.44
2020-08-11,2272.39,3433.6,1318.3,9842.03,5027.99,12946.89,626.39,20209.11,565.56,951.69,4434.06,1296.01,57168.24,7263.5,703.11,10153.24,1110.05,6154.34,6138.7,3340.29,24890.68,38407.01,5190.17,22750.24,1564.74,11645.32,5953.94,2418.67,2544.15,1336.84,102174.4,16497.01,38703.59,27686.91
2020-08-12,2287.58,3466.87,1328.36,9929.05,5073.31,13058.63,634.97,20437.36,575.06,957.25,4481.69,1307.12,57417.28,7296.0,703.8,10278.66,1114.18,6280.12,6132.0,3319.27,25244.02,38369.63,5233.45,22843.96,1556.64,11491.91,5995.0,2432.35,2563.2,,102117.79,16575.28,38634.1,27976.84
2020-08-13,2268.74,3447.14,1329.42,9908.51,5042.38,12993.71,637.27,20257.31,569.95,959.02,4479.11,1326.13,57419.46,7250.5,705.37,10260.11,1100.26,6185.62,6091.0,3320.73,25230.67,38310.49,5239.25,23249.61,1576.42,11500.82,6097.78,2437.53,2595.97,1346.69,100460.6,16530.06,38615.62,27896.72
2020-08-14,2246.32,3422.0,1310.24,9823.74,4962.93,12901.34,634.37,20028.11,560.84,950.94,4441.52,1323.8,57077.48,7154.3,693.94,10163.6,1083.83,6090.04,6126.2,3360.1,25183.01,37877.34,5247.69,23289.36,1564.59,11452.14,6076.91,2407.49,2581.32,1327.05,101353.45,16514.61,38949.88,27931.02
2020-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-17,2224.27,3426.17,1324.53,9934.91,4971.94,12920.66,637.12,19950.32,562.94,950.58,4435.15,1308.71,57435.08,7090.1,701.63,10228.06,1086.2,6127.44,6076.4,3438.8,25347.34,38050.78,,23096.75,1560.74,11672.95,6068.78,,2571.55,1320.91,99595.41,16656.12,39285.85,27844.91
2020-08-18,2212.52,3393.24,1304.93,9901.56,4938.06,12881.76,643.98,19845.61,559.44,944.73,4407.45,1311.52,57025.16,7043.5,695.9,10168.4,1092.46,6076.62,6123.4,3451.09,25367.38,38528.32,5295.17,23051.08,1577.85,11849.13,6156.45,2348.24,2563.09,1330.11,102065.35,16626.06,39087.35,27778.07
2020-08-19,2218.89,3375.6,1315.63,9925.58,4977.23,12977.33,646.27,20055.4,560.23,945.78,4407.71,1316.32,56433.28,7094.3,701.67,10310.01,1124.71,6111.98,6167.6,3408.13,25178.91,38614.79,5272.81,23110.61,1575.38,11751.29,6042.12,2360.54,2561.04,1308.67,100853.72,16577.38,39021.92,27692.88
2020-08-20,2199.91,3337.62,1310.24,9857.52,4911.24,12830.0,636.92,19766.96,552.44,939.34,4358.47,1272.81,55629.98,6993.3,693.85,10229.92,1126.8,6013.34,6120.0,3363.9,24791.39,38220.39,,22880.62,,11662.16,6005.4,2274.22,2527.92,1296.79,101467.87,16606.76,38707.24,27739.73
2020-08-21,2194.9,3302.92,1318.62,9860.24,4896.33,12764.8,633.27,19695.43,551.37,938.56,4344.27,1262.01,55949.92,6982.1,693.58,10218.2,1109.88,6001.89,6111.2,3380.68,25113.84,38434.72,,22920.3,1577.12,11835.94,,2304.59,2528.54,1299.26,101521.29,16517.85,38095.88,27930.33
2020-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-24,2247.21,3368.99,1323.36,9998.08,5007.89,13066.54,632.56,20113.36,560.99,955.35,4428.79,1281.52,56625.42,7109.1,703.76,10308.39,1108.44,6104.73,6129.6,3385.64,25551.58,38799.08,5277.04,22985.51,1568.58,11921.07,5943.58,2329.83,2538.61,1317.11,102297.95,16626.64,38029.62,28308.46
2020-08-25,2234.56,3369.52,1326.35,10027.32,5008.27,13061.62,629.34,20030.05,559.81,952.23,4381.72,1267.16,56114.23,7108.4,702.87,10231.25,1092.16,6037.01,6161.4,3373.58,25486.22,38843.88,5338.89,23296.77,1554.96,11993.18,5953.44,2366.73,2559.03,1315.99,102117.64,16617.48,38249.9,28248.44
2020-08-26,2248.68,3400.38,1331.79,10135.32,5048.43,13190.15,635.84,20137.29,566.23,949.22,4390.65,1273.24,56572.24,7123.0,709.51,10309.65,1099.02,6045.6,6116.4,3329.74,25491.79,39073.92,5340.33,23290.86,1549.58,12031.51,5931.33,2369.32,2542.08,1322.55,100627.33,16789.97,37753.04,28331.92
2020-08-27,2228.48,3370.25,1326.15,10102.03,5015.97,13096.36,633.09,19847.38,562.41,946.32,4371.39,1264.86,56869.67,7090.7,706.1,10240.46,1108.93,5999.99,6126.2,3350.11,25281.15,39113.47,5371.47,23208.86,1554.78,12053.43,5921.55,2344.45,2519.81,1326.81,100623.64,16731.49,37647.19,28492.27
2020-08-28,2253.26,3378.6,1314.52,10106.48,5002.94,13033.2,634.47,19841.01,556.8,940.86,4342.98,1265.62,56057.1,7133.0,700.75,10164.49,1100.55,5963.57,6073.8,3403.81,25422.06,39467.31,5346.66,22882.65,1525.21,12093.52,5884.18,2353.8,2539.63,1323.31,102142.93,16705.79,37794.25,28653.87
2020-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-31,2217.05,3332.53,1321.23,10058.03,4947.22,12945.38,633.98,19633.69,549.2,937.0,4301.08,1258.6,55476.11,6969.47,698.47,10135.56,1078.61,,6060.5,3395.68,25177.05,38628.29,5238.49,23139.76,,11937.56,,2326.17,2532.51,1310.66,99369.15,16514.44,36840.73,28430.05
2020-09-01,2219.48,3314.23,1310.48,10040.07,4938.1,12974.25,639.6,19595.02,552.22,936.62,4307.12,1274.5,55927.69,6956.89,700.01,10188.85,1085.19,5862.05,5953.4,3410.61,25184.85,38900.8,5310.68,23138.07,1521.43,11793.16,5799.24,2349.55,2538.55,1305.57,102167.65,16644.99,37487.99,28645.66
2020-09-02,2216.09,3358.68,1327.14,10108.5,5031.74,13243.43,644.2,19858.21,561.27,932.73,4329.33,1234.82,55861.88,6996.85,705.44,10384.84,1083.91,5940.95,6063.2,3404.8,25120.09,39086.03,5311.97,23247.15,1537.54,11902.98,5738.39,2364.37,2539.94,1315.88,101911.13,16697.97,37053.77,29100.5
2020-09-03,2215.17,3327.19,1316.3,9957.14,5009.52,13057.77,646.08,19551.48,549.6,928.87,4324.0,1223.21,54522.35,7006.02,695.92,10220.64,1076.34,5850.86,6112.6,3384.98,25007.6,38990.94,5280.81,23465.53,1515.4,12055.05,5772.86,2395.9,2531.79,1311.95,100721.36,16448.89,36429.66,28292.73
2020-09-04,2217.29,3310.69,1287.66,9915.43,4965.07,12842.66,639.29,19391.25,540.27,920.97,4248.32,1220.01,53878.95,6989.71,692.49,10153.09,1086.32,5799.08,5925.5,3355.37,24695.45,38357.18,5239.85,23205.43,1515.86,11824.31,5785.09,2368.25,2509.64,1311.95,101241.73,16218.01,36448.5,28133.31
2020-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-07,2251.66,3359.38,1310.55,10033.13,5053.72,13100.28,641.33,19738.01,547.14,930.07,4308.44,1218.52,54400.28,7080.66,707.81,10297.8,1096.81,5937.4,5944.8,3292.59,24589.65,38417.23,5230.2,23089.95,1516.38,11859.45,5935.85,2384.22,2511.21,,,,36637.45,
2020-09-08,2217.79,3303.23,1290.46,9927.68,4973.52,12968.33,627.56,19380.18,540.79,914.77,4260.88,1189.47,54438.82,6955.0,702.26,10250.44,1089.6,5930.3,6007.8,3316.42,24624.34,38365.35,5244.07,23274.13,1519.32,11895.63,6034.03,2401.91,2504.76,1293.8,100050.43,16099.52,36071.43,27500.89
2020-09-09,2252.36,3362.4,1321.83,10090.4,5042.98,13237.21,631.74,19771.32,552.05,932.48,4354.05,1201.34,55211.34,7020.9,713.42,10406.57,1099.68,6012.84,5878.6,3254.63,24468.93,38193.92,5149.38,23032.54,1496.72,11739.11,5932.84,2375.81,2499.33,1293.4,101292.05,16383.6,36157.96,27940.47
2020-09-10,2245.48,3355.85,1314.52,10060.38,5023.93,13208.89,637.95,19820.22,550.5,930.97,4326.02,1216.59,55953.96,6999.2,710.87,10387.44,1099.06,6003.32,5908.5,3234.82,24313.54,38840.32,4891.46,23235.47,1490.12,11811.78,5902.39,2396.48,2492.09,1290.89,98834.59,16185.32,36180.74,27534.58
2020-09-11,2232.62,3351.24,1315.16,10028.03,5034.14,13202.84,636.03,19820.75,552.01,933.97,4311.59,1223.05,56087.84,6943.2,712.07,10439.52,1102.7,6032.09,5859.4,3260.35,24503.31,38854.55,5016.71,23406.49,1504.85,11748.03,5967.96,2396.69,2490.09,1279.96,98363.22,16222.46,36334.89,27665.64
2020-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-14,2238.04,3353.62,1314.5,10022.42,5051.88,13193.66,661.13,19793.8,552.44,931.48,4285.97,1228.48,56327.05,6951.1,712.95,10457.43,1107.29,6026.25,5899.5,3278.81,24640.28,38756.63,5161.83,23559.3,1511.36,11790.54,5997.14,2427.91,2482.55,1272.34,100274.52,16360.14,36881.99,27993.33
2020-09-15,2236.85,3363.15,1330.96,10091.88,5067.93,13217.67,663.61,19956.95,555.95,941.49,4284.16,1253.68,56130.78,7036.0,720.1,10520.0,1111.24,6105.54,5894.8,3295.68,24732.76,39044.35,5100.86,23454.89,1531.28,11770.75,6018.21,2443.58,2485.83,1286.18,100297.91,16431.27,36729.15,27995.6
2020-09-16,2258.83,3392.9,1340.12,10214.56,5074.42,13255.37,661.19,19963.99,558.43,944.29,4293.62,1251.86,55960.74,7110.8,727.53,10552.04,1107.11,6078.48,5956.1,3283.92,24725.63,39302.85,5058.48,23475.53,,11814.71,5946.62,2435.92,2505.15,1293.48,99675.68,16295.66,,28032.38
2020-09-17,2242.95,3390.18,1345.88,10227.9,5039.5,13208.12,663.25,19739.73,552.48,947.91,4286.76,1243.29,55035.6,7086.2,727.08,10519.33,1110.66,6049.92,5883.2,3270.43,24340.85,38979.85,5038.4,23319.37,1513.07,11777.13,5943.52,2406.17,2500.78,1284.4,100097.83,16246.72,36130.92,27901.98
2020-09-18,2206.24,3375.86,1345.45,10231.31,4978.18,13116.25,658.54,19524.94,550.85,948.32,4252.43,1228.64,54673.65,6929.76,729.0,10539.17,1111.96,6007.05,5864.5,3338.09,24455.41,38845.82,5059.22,23360.3,1506.63,11633.52,5908.9,2412.4,2497.71,1288.39,98289.71,16198.97,36017.35,27657.42
2020-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-21,2125.31,3234.31,1331.0,9900.24,4792.04,12542.44,630.32,18793.35,536.01,915.5,4158.14,1181.24,53319.08,6692.3,705.23,10325.44,1087.03,5804.29,5822.6,3316.94,23950.69,38034.14,4999.36,,1499.43,11539.1,5909.32,2389.39,2485.71,1275.16,96990.72,15981.77,35517.77,27147.7
2020-09-22,2130.22,3220.88,1335.99,10015.19,4772.84,12594.39,624.62,18895.59,540.78,927.05,4121.94,1193.06,53265.33,6648.6,708.58,10355.57,1096.16,5829.46,5784.1,3274.3,23716.85,37734.08,4934.09,,1505.78,11609.22,5894.28,2332.59,2463.29,1267.63,97293.54,16142.89,35853.58,27288.18
2020-09-23,2111.7,3215.63,1347.03,10014.61,4802.26,12642.97,622.34,18929.89,545.68,928.29,4087.51,1195.77,54247.81,6654.2,712.36,10330.06,1102.65,5899.26,5923.9,3279.71,23742.51,37668.42,4917.95,23346.49,1496.48,11704.62,5892.72,2333.24,2481.14,1264.01,95734.82,15817.11,35829.58,26763.13
2020-09-24,2102.42,3172.6,1329.22,9919.95,4762.62,12606.57,619.96,18906.83,541.11,918.64,4049.52,1188.98,54247.81,6643.4,707.75,10211.53,1119.56,5822.78,5875.9,3223.18,23311.07,36553.6,4842.76,23087.82,1500.8,11689.89,5845.8,2272.7,2450.82,1247.46,97012.07,15912.26,36217.49,26815.44
2020-09-25,2083.02,3163.67,1335.42,9844.2,4729.66,12469.2,617.9,18698.36,540.91,917.42,3995.6,1164.68,53587.11,6628.3,711.05,10216.28,1124.17,5842.67,5964.9,3219.42,23235.42,37388.66,4945.79,23204.62,1509.14,11797.08,5838.66,2278.79,2472.28,1244.94,96999.38,16065.35,36583.71,27173.96
2020-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-28,2124.06,3260.42,1353.63,10039.21,4843.27,12870.87,625.2,19160.1,551.67,929.84,4088.54,1166.86,54718.8,6791.5,728.65,10308.67,1121.17,5927.93,5952.3,3217.53,23476.05,37981.63,4906.55,23511.62,1511.66,11802.29,5861.39,2308.08,2483.01,1263.02,94666.37,16242.81,37231.5,27584.06
2020-09-29,2096.03,3234.9,1366.96,10013.96,4832.07,12825.82,623.36,19061.18,548.92,926.43,4033.26,1155.67,54506.88,6713.6,730.14,10229.3,1123.25,5897.5,5952.1,3224.36,23275.53,37973.22,4879.1,23539.1,1503.9,11742.09,5841.6,2327.89,2471.61,1257.34,93580.35,16211.52,37134.92,27452.66
2020-09-30,2108.75,3235.44,1360.25,9998.5,4803.44,12760.73,624.75,19015.27,547.7,929.85,4067.02,1178.51,54264.96,6716.6,728.7,10187.0,1145.24,5866.1,5815.9,3218.05,23459.05,38067.93,4870.04,23185.12,1504.82,11747.28,5864.23,,2466.62,1237.04,94603.38,16121.38,37458.69,27781.7
2020-10-01,2090.27,3236.79,1373.22,10091.47,4824.04,12730.77,631.51,19061.5,550.54,925.15,4106.16,1174.49,54446.78,6730.7,730.33,10238.12,1143.51,5879.45,5872.9,,,38697.05,4970.09,23184.93,1496.77,11812.73,5944.87,,2500.74,1247.59,95478.52,16184.54,36626.11,27816.9
2020-10-02,2100.79,3248.23,1365.53,10080.16,4824.89,12689.04,625.67,19064.31,553.12,925.37,4086.96,1148.07,54219.24,6754.5,725.75,10252.4,1145.03,5902.12,5791.5,,,,4926.73,23029.9,1500.3,11822.84,5999.4,,2496.11,1237.54,94015.68,16199.25,36642.38,27682.81
2020-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05,2141.1,3293.89,1384.47,10214.78,4871.87,12828.31,633.43,19265.51,557.92,943.02,4135.98,1157.86,54524.05,6837.9,735.21,10303.06,1160.71,5942.94,5941.6,,23767.78,38973.7,4958.77,23312.14,1512.43,11898.26,5938.95,2358.0,2517.23,1242.99,96089.19,16410.19,36740.33,28148.64
2020-10-06,2175.1,3341.32,1373.63,10191.02,4895.46,12906.02,644.35,19429.81,555.38,952.86,4182.97,1168.56,54203.83,6936.2,735.44,10233.16,1153.71,5949.94,5962.1,,23980.65,39574.57,4999.22,23433.73,1509.47,11975.02,5910.64,2365.9,2529.26,1250.15,95615.03,16236.13,36947.87,27772.76
2020-10-07,2173.79,3325.72,1376.09,10174.25,4882.0,12928.57,641.99,19435.08,554.6,945.74,4179.01,1143.95,54749.77,6910.1,736.07,10187.88,1152.41,5946.25,6036.4,,24242.86,39878.95,5004.33,23422.82,1489.56,12016.15,5867.88,2386.94,2538.36,1263.71,95526.26,16428.3,37418.79,28303.46
2020-10-08,2212.62,3369.84,1388.66,10213.83,4911.94,13042.21,648.56,19582.43,559.94,953.56,4222.44,1158.82,54554.85,6992.8,737.85,10270.24,1150.49,5978.03,6102.0,,24193.35,40182.67,5039.14,23647.07,1519.43,12235.92,5942.66,2391.96,2543.11,1274.83,97919.73,16534.54,38404.05,28425.51
2020-10-09,2214.62,3387.35,1409.83,10306.93,4946.81,13051.23,651.47,19595.38,567.17,952.04,4181.73,1164.34,55182.99,6950.9,738.49,10320.03,1165.7,6016.65,6102.2,3272.08,24119.13,40509.49,5053.66,23619.69,1530.35,12280.54,5931.61,,2532.96,1267.14,97483.31,16562.81,38478.58,28586.9
2020-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-12,2218.87,3385.36,1439.27,10409.28,4979.29,13138.41,637.39,19718.77,572.31,951.7,4247.14,1162.91,55552.35,6951.0,743.82,10364.1,1178.35,6001.38,6132.0,3358.47,24649.68,40593.8,5093.1,23558.69,1518.43,12356.89,5937.05,2403.73,2552.42,1273.43,,,38342.09,28837.52
2020-10-13,2193.72,3320.47,1440.57,10350.47,4947.61,13018.99,636.32,19558.69,572.47,950.31,4285.52,1156.11,55054.53,6875.2,737.38,10336.36,1174.7,5969.71,6195.7,3359.75,,40625.51,5132.57,23601.78,1525.2,12453.85,5923.23,2403.15,2567.65,,98502.82,16510.83,38131.78,28679.81
2020-10-14,2210.23,3316.16,1435.11,10419.29,4941.66,13028.06,632.81,19607.73,571.98,953.61,4300.3,1160.3,55394.23,6916.6,739.9,10292.66,1189.29,5935.06,6179.2,3340.78,24667.09,40794.74,5176.1,23626.73,1523.25,12543.61,5925.3,2380.48,2555.59,1263.99,99334.43,16455.4,38025.72,28514.0
2020-10-15,2176.91,3242.06,1408.78,10281.92,4837.42,12703.75,619.26,19065.44,560.47,937.84,4194.82,1132.29,54843.96,6816.8,728.57,10067.96,1180.43,5832.52,6210.3,3332.18,24158.54,39728.41,5105.15,23507.23,1513.95,12486.73,5938.33,2361.21,2523.62,1242.96,99054.06,16501.03,38059.23,28494.2
2020-10-16,2195.32,3264.6,1417.89,10374.13,4935.86,12908.99,620.18,19389.68,568.18,947.55,4228.02,1132.8,55047.26,6849.67,735.09,10207.13,1192.73,5919.58,6176.8,3336.36,24386.79,39982.98,5103.41,23410.63,1503.84,12433.16,5898.47,2341.53,2533.02,1233.68,98309.12,16438.75,37876.49,28606.31
2020-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-19,2193.15,3262.38,1410.26,10393.69,4929.27,12854.66,618.13,19374.21,567.52,947.26,4214.1,1135.12,55161.03,6860.2,736.83,10184.36,1205.37,5884.65,6229.4,3312.67,24542.26,40431.6,5126.33,23671.13,1518.11,12385.25,6019.26,2346.74,2543.57,1208.75,98657.65,16274.07,37655.45,28195.42
2020-10-20,2194.11,3260.09,1408.29,10360.95,4929.28,12736.95,623.27,19482.13,564.0,940.5,4171.15,1140.69,55271.75,6927.3,734.78,10146.23,1210.41,5889.22,6184.6,3328.1,24569.54,40544.37,5099.84,23567.04,1510.97,12462.05,6112.71,2358.41,2528.64,1210.67,100539.83,16273.26,38201.81,28308.79
2020-10-21,2175.04,3201.24,1387.26,10247.86,4853.95,12557.64,619.98,19085.95,557.4,923.41,4139.48,1143.42,55345.49,6811.49,724.4,9989.75,1211.52,5776.5,6191.8,3325.02,24754.42,40707.31,5096.45,23639.46,1492.4,12432.61,6278.59,2370.86,2525.61,1216.48,100552.44,16230.23,38669.25,28210.82
2020-10-22,2166.41,3202.19,1375.53,10208.63,4851.38,12543.06,608.9,19076.95,554.2,913.56,4118.13,1155.24,54796.42,6796.6,724.14,9999.05,1198.32,5785.65,6173.8,3312.5,24786.13,40558.49,5091.82,23474.27,1498.8,12407.29,6344.63,2355.05,2528.41,1213.61,101917.73,16279.36,38652.19,28363.66
2020-10-23,2193.74,3246.45,1378.47,10245.82,4909.64,12645.75,612.32,19285.41,554.34,925.5,4139.4,1164.06,55339.58,6893.4,724.77,10023.9,1190.63,5860.28,6167.0,3278.0,24918.78,40685.5,5112.19,23516.59,1494.64,12470.34,6484.06,2360.81,2537.39,,101259.75,16304.08,38707.72,28335.57
2020-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26,,3210.16,1355.31,10052.81,4816.12,12177.18,595.97,18945.14,545.95,897.33,4051.69,1152.33,54890.88,6796.9,703.73,9985.62,1144.45,5792.01,6155.6,3251.12,,40145.5,5144.05,23494.34,1494.61,,6491.19,2343.91,2523.31,1207.97,101016.96,16079.55,38245.86,27685.38
2020-10-27,2114.13,3153.02,1349.7,9910.55,4730.66,12063.57,595.16,18654.95,545.65,889.41,3977.43,1131.36,54079.43,6651.3,700.39,9887.49,1152.63,5728.99,6051.0,3254.32,24787.19,40522.1,5128.23,23485.8,1500.35,12251.91,6415.08,2330.84,2512.87,1208.95,99605.54,16020.94,38001.31,27463.19
2020-10-28,2053.38,3047.79,1317.97,9630.06,4571.12,11560.51,,17897.79,534.09,862.01,3888.82,1078.29,52308.14,6474.4,681.08,9618.65,1126.99,5582.8,6057.7,3269.24,24708.8,39922.46,,23418.51,1495.2,12264.52,6377.79,2345.26,2483.48,1207.94,95368.76,15586.57,37393.71,26519.95
2020-10-29,2034.19,3036.59,1340.77,9485.65,4569.67,11598.07,564.93,17872.28,534.43,872.95,3863.2,1078.96,51896.97,6411.8,679.56,9556.14,,5581.75,5960.3,3272.73,24586.6,39749.85,,23331.94,,12201.8,6249.39,2326.67,2450.68,1201.64,96582.16,15670.7,36801.37,26659.11
2020-10-30,2054.96,3043.36,1323.91,9575.23,4594.24,11556.48,569.5,17943.11,533.88,874.42,3945.12,1066.6,51684.7,6452.2,683.51,9587.15,1112.37,5577.27,5927.6,3224.53,24107.42,39614.07,,22977.13,1466.89,12084.47,6324.0,2267.15,2423.84,1194.95,93952.4,15580.64,36987.86,26501.6
2020-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-02,2083.88,3077.58,1335.78,9656.85,4691.14,11788.28,572.88,18400.03,543.91,887.97,4019.19,1069.33,52618.04,6585.6,692.93,9791.68,1133.59,5654.97,5951.3,3225.12,24460.01,39757.58,5115.13,23295.48,1466.46,12070.83,,2300.16,2443.13,1202.16,,15696.87,,26925.05
2020-11-03,2144.63,3154.13,1347.41,9911.88,4805.61,12088.98,584.48,18986.24,554.48,893.65,4049.65,1108.15,53187.81,6751.6,703.99,10003.82,1150.71,5786.77,6066.4,3271.07,24939.73,40261.13,5159.45,,1461.45,12130.31,6335.56,2343.31,2497.22,1221.33,95979.71,15939.15,37466.09,27480.03
2020-11-04,2146.51,3205.12,1394.89,10010.92,4922.85,12324.22,588.24,19358.28,565.26,905.51,4067.95,,53656.21,6781.9,719.1,10286.79,1167.65,5883.26,6062.1,3277.44,24886.14,40616.14,5105.2,23695.23,1464.61,12199.93,6464.05,2357.32,2515.98,1222.44,97866.81,15998.74,37475.76,27847.66
2020-11-05,2175.83,3209.01,1427.51,10110.68,4983.99,12568.09,590.16,19731.38,571.6,909.72,4105.5,1170.74,55225.24,6924.2,729.37,10306.35,1180.02,5906.18,6139.6,3320.13,25695.92,41340.16,5260.33,24105.28,1501.49,12249.98,6644.77,2413.79,2588.62,1264.32,100751.4,16298.17,38399.07,28390.18
2020-11-06,2153.23,3191.33,1418.01,10083.67,4960.88,12480.02,588.1,19681.68,572.9,908.85,4040.86,1178.28,56387.04,6870.4,728.53,10322.57,1191.96,5910.02,6190.2,3312.16,25712.97,41893.06,5335.53,24325.23,1519.64,12337.02,6685.69,2416.5,2578.68,1260.08,100925.11,16282.83,38530.5,28323.4
2020-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-09,2316.97,3394.66,1390.66,10443.85,5336.32,13095.97,655.5,20750.18,593.93,950.68,4222.68,1236.3,57307.49,7459.4,747.23,10417.99,1231.54,6186.29,6298.8,3373.73,26016.17,42597.43,5356.01,24839.84,1524.32,12562.2,6685.85,2447.2,2609.36,1285.88,103515.16,16475.86,39652.52,29157.97
2020-11-10,,,,,,,,,,,,1232.87,,,,,,,6340.5,3360.15,,,,,,12612.39,,,,,,,,
2020-11-11,,,,,,,,,,,,1233.81,,,,,,,,3342.2,,,,,,,,,,,,,,
2020-11-12,,,,,,,,,,,,1238.45,,,,,,,,3338.68,,,,,,,,,,,,,,
2020-11-13,,,,,,,,,,,,1227.78,,,,,,,,3310.1,,,,,,,,,,,,,,
2020-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
